ID_Camion,Fecha_Entrada_Taller,Kilometraje,Tipo_Servicio,Repuestos_Requeridos,Costo_Repuestos,Costo_Mano_Obra,Duracion_Taller_Dias,Taller_ID,Ciudad_Taller,Modelo_Camion,Año_Fabricacion,Presupuesto_Aprobado,Fecha_Salida_Taller,Cliente_ID,Frecuencia_Visitas_Taller,Tiempo_Espera_Dias,Tecnico_Asignado,Tipo_Repuesto_Mayor,Reclamos_Previos,Satisfaccion_Cliente
SCANIA-1742,2025-01-12,498345,Reparación,3,682.71,1238.78,2,TLR002,Concepción,P360,2022,True,2025-01-16,CLT-946,4,8,TEC-11,Transmisión,4,2.0
SCANIA-1743,2025-01-13,799074,Reparación,5,4375.87,3214.6,2,TLR003,Valparaíso,G410,2019,True,2025-01-17,CLT-135,3,0,TEC-18,Transmisión,4,4.0
SCANIA-1744,2025-01-14,537462,Mantenimiento,3,4615.36,4965.42,7,TLR002,Antofagasta,P360,2020,True,2025-01-18,CLT-410,7,2,TEC-16,Motor,2,3.0
SCANIA-1745,2025-01-15,589773,Reparación,9,6061.33,,2,TLR001,Antofagasta,S730,2016,True,2025-01-19,CLT-143,2,8,TEC-15,Suspensión,3,1.0
SCANIA-1746,2025-01-16,880914,Diagnóstico,9,1229.33,1206.61,2,TLR002,Concepción,G410,2020,True,2025-01-20,CLT-254,5,7,TEC-11,Frenos,0,4.0
SCANIA-1747,2025-01-17,136188,Diagnóstico,6,4202.83,962.52,4,TLR002,Antofagasta,G410,2015,,2025-01-21,CLT-176,7,1,TEC-13,Eléctrico,1,2.0
SCANIA-1748,2025-01-18,579036,Reparación,1,1716.69,4344.54,9,TLR001,,G410,2015,True,2025-01-22,CLT-689,1,7,TEC-18,Frenos,3,4.0
SCANIA-1749,2025-01-19,792129,Reparación,7,926.93,2276.5,8,TLR001,Santiago,R500,2020,True,2025-01-23,CLT-712,4,7,TEC-8,Frenos,4,5.0
SCANIA-1750,2025-01-20,714795,Mantenimiento,7,3401.87,771.56,2,TLR003,Santiago,G410,2022,False,2025-01-24,CLT-537,2,1,TEC-9,Eléctrico,0,
SCANIA-1751,2025-01-21,840141,Reparación,4,1474.03,4324.84,8,TLR002,,P360,2022,True,2025-01-25,CLT-531,6,7,TEC-11,Suspensión,2,2.0
SCANIA-1752,2025-01-22,698249,Mantenimiento,8,1929.9,4098.85,4,TLR004,Antofagasta,R500,2016,False,2025-01-26,CLT-641,1,2,TEC-17,Motor,2,4.0
SCANIA-1753,2025-01-23,80355,Mantenimiento,6,2676.93,4921.14,2,TLR004,Santiago,R500,2019,False,2025-01-27,CLT-138,7,6,TEC-1,Frenos,0,3.0
SCANIA-1754,2025-01-24,761131,Diagnóstico,4,2223.23,4557.74,11,TLR001,Antofagasta,R500,2016,True,2025-01-28,CLT-338,3,8,TEC-11,Frenos,0,5.0
SCANIA-1755,2025-01-25,501015,Diagnóstico,4,883.21,4273.77,10,TLR001,Antofagasta,R500,2019,True,2025-01-29,CLT-112,1,3,TEC-7,Suspensión,4,4.0
SCANIA-1756,2025-01-26,456332,Diagnóstico,2,901.35,357.61,7,TLR002,Valparaíso,R500,2020,False,2025-01-30,CLT-221,8,5,TEC-8,Suspensión,4,1.0
SCANIA-1757,2025-01-27,206542,Diagnóstico,2,1707.35,611.64,6,TLR001,Antofagasta,R500,2019,True,2025-01-31,CLT-243,7,8,TEC-19,Transmisión,1,3.0
SCANIA-1758,2025-01-28,223416,Reparación,4,594.36,2888.02,14,TLR004,Concepción,R500,2017,False,2025-02-01,CLT-783,2,4,TEC-4,Suspensión,1,3.0
SCANIA-1759,2025-01-29,355062,Diagnóstico,5,5086.36,2704.25,10,TLR003,Valparaíso,G410,2018,True,2025-02-02,CLT-554,7,0,TEC-4,Suspensión,2,4.0
SCANIA-1760,2025-01-30,888656,Reparación,8,2441.15,2344.02,5,TLR003,Concepción,S730,2021,False,2025-02-03,CLT-467,3,2,TEC-19,Frenos,0,3.0
SCANIA-1761,2025-01-31,613586,Diagnóstico,6,2382.02,2044.27,11,TLR002,Antofagasta,P360,2018,True,2025-02-04,CLT-858,9,8,TEC-9,Motor,2,4.0
SCANIA-1762,2025-02-01,551708,Reparación,4,2789.59,2212.93,1,TLR003,Santiago,P360,2015,True,2025-02-05,CLT-346,8,2,TEC-17,Frenos,4,4.0
SCANIA-1763,2025-02-02,111629,Mantenimiento,7,5369.81,2889.56,2,TLR001,Valparaíso,G410,2017,False,2025-02-06,CLT-144,5,9,TEC-18,Suspensión,3,
SCANIA-1764,2025-02-03,378184,Reparación,8,6990.94,110.17,8,TLR001,Santiago,G410,2018,False,2025-02-07,CLT-864,7,1,TEC-1,Transmisión,4,5.0
SCANIA-1765,2025-02-04,542734,Reparación,2,6120.88,1377.47,1,TLR001,,R500,2020,False,2025-02-08,CLT-474,3,3,TEC-14,Motor,3,3.0
SCANIA-1766,2025-02-05,805195,Diagnóstico,7,5874.73,2639.57,3,TLR001,Santiago,S730,2019,False,2025-02-09,CLT-390,1,4,TEC-4,Transmisión,0,4.0
SCANIA-1767,2025-02-06,340160,Reparación,2,3978.25,3638.86,2,TLR002,Valparaíso,R500,2019,,2025-02-10,CLT-306,1,6,TEC-10,Eléctrico,0,4.0
SCANIA-1768,2025-02-07,598248,Mantenimiento,2,5611.68,953.37,5,TLR003,,G410,2016,False,2025-02-11,CLT-618,2,6,TEC-14,Transmisión,0,5.0
SCANIA-1769,2025-02-08,870023,Mantenimiento,8,4511.55,2779.72,4,TLR004,Concepción,R500,2016,False,2025-02-12,CLT-341,8,8,TEC-7,Transmisión,1,1.0
SCANIA-1770,2025-02-09,263920,Diagnóstico,2,1886.75,3600.85,13,TLR003,Santiago,P360,2022,True,2025-02-13,CLT-721,1,7,TEC-12,Suspensión,1,3.0
SCANIA-1771,2025-02-10,292804,Mantenimiento,9,1826.99,2278.68,7,TLR001,Concepción,P360,2019,True,2025-02-14,CLT-213,5,1,TEC-16,Suspensión,3,3.0
SCANIA-1772,2025-02-11,426965,Reparación,1,2511.86,232.7,5,TLR004,Concepción,R500,2022,False,2025-02-15,CLT-918,9,7,TEC-5,Suspensión,2,3.0
SCANIA-1773,2025-02-12,510857,Mantenimiento,9,7304.26,2301.41,8,TLR002,Santiago,S730,2020,True,2025-02-16,CLT-401,9,7,TEC-11,Suspensión,2,2.0
SCANIA-1774,2025-02-13,872827,Diagnóstico,1,4469.84,1552.58,4,TLR001,Valparaíso,R500,2019,False,2025-02-17,CLT-375,2,4,TEC-4,Suspensión,3,3.0
SCANIA-1775,2025-02-14,554492,Reparación,2,5924.46,4655.28,12,TLR001,,R500,2016,True,2025-02-18,CLT-195,7,2,TEC-13,Transmisión,1,4.0
SCANIA-1776,2025-02-15,703983,Diagnóstico,6,2903.16,710.61,6,TLR004,Santiago,S730,2018,False,2025-02-19,CLT-393,1,8,TEC-8,Eléctrico,4,3.0
SCANIA-1777,2025-02-16,465916,Reparación,6,3380.18,3297.13,4,TLR002,Valparaíso,S730,2022,True,2025-02-20,CLT-800,3,6,TEC-7,Suspensión,3,4.0
SCANIA-1778,2025-02-17,871052,Mantenimiento,1,1179.41,358.33,2,TLR004,Concepción,S730,2022,,2025-02-21,CLT-459,6,0,TEC-11,Eléctrico,2,1.0
SCANIA-1779,2025-02-18,808574,Diagnóstico,7,1536.1,2286.24,1,TLR002,Concepción,P360,2015,False,2025-02-22,CLT-387,9,7,TEC-11,Eléctrico,3,5.0
SCANIA-1780,2025-02-19,178148,Diagnóstico,8,6653.38,2814.5,14,TLR001,Concepción,R500,2016,True,2025-02-23,CLT-253,2,9,TEC-17,Frenos,3,5.0
SCANIA-1781,2025-02-20,856991,Reparación,2,,1559.98,14,TLR003,Valparaíso,G410,2020,True,2025-02-24,CLT-669,7,4,TEC-14,Frenos,0,4.0
SCANIA-1782,2025-02-21,536261,Diagnóstico,8,2832.75,2329.87,1,TLR001,Concepción,S730,2022,,2025-02-25,CLT-522,4,5,TEC-2,Motor,1,5.0
SCANIA-1783,2025-02-22,405540,Reparación,9,6462.24,,8,TLR003,Valparaíso,S730,2018,False,2025-02-26,CLT-949,2,8,TEC-20,Frenos,0,2.0
SCANIA-1784,2025-02-23,242714,Reparación,6,2122.86,1590.21,14,TLR003,Antofagasta,R500,2018,True,2025-02-27,CLT-149,3,9,TEC-8,Suspensión,1,4.0
SCANIA-1785,2025-02-24,781899,Reparación,5,7813.06,3143.42,4,TLR002,Concepción,G410,2018,True,2025-02-28,CLT-306,6,7,TEC-2,Eléctrico,3,2.0
SCANIA-1786,2025-02-25,333876,Reparación,9,2889.58,1578.82,5,TLR004,,R500,2017,True,2025-03-01,CLT-663,9,2,TEC-15,Motor,1,3.0
SCANIA-1787,2025-02-26,309747,Mantenimiento,9,2831.03,4508.74,11,TLR002,Santiago,R500,2017,True,2025-03-02,CLT-953,8,4,TEC-5,Frenos,2,3.0
SCANIA-1788,2025-02-27,665650,Reparación,1,2632.91,3179.19,8,TLR001,Concepción,S730,2021,True,2025-03-03,CLT-982,9,3,TEC-6,Transmisión,0,4.0
SCANIA-1789,2025-02-28,473570,Diagnóstico,3,1152.47,2249.38,12,TLR004,Santiago,S730,2018,True,2025-03-04,CLT-761,4,0,TEC-17,Motor,3,3.0
SCANIA-1790,2025-03-01,325987,Mantenimiento,9,1066.87,289.91,7,TLR003,Santiago,P360,2022,True,2025-03-05,CLT-664,4,4,TEC-8,Suspensión,2,4.0
SCANIA-1791,2025-03-02,688353,Diagnóstico,2,5255.22,2547.79,13,TLR003,,G410,2020,,2025-03-06,CLT-312,9,9,TEC-19,Eléctrico,1,3.0
SCANIA-1792,2025-03-03,67640,Mantenimiento,4,7025.92,3847.4,8,TLR001,,G410,2019,True,2025-03-07,CLT-165,8,6,TEC-5,Suspensión,1,5.0
SCANIA-1793,2025-03-04,102528,Reparación,4,6366.06,1401.23,13,TLR004,Valparaíso,S730,2020,False,2025-03-08,CLT-331,2,0,TEC-19,Suspensión,2,4.0
SCANIA-1794,2025-03-05,874845,Mantenimiento,2,1300.64,4053.19,8,TLR001,Antofagasta,S730,2017,True,2025-03-09,CLT-984,8,3,TEC-14,Transmisión,1,2.0
SCANIA-1795,2025-03-06,309214,Mantenimiento,3,4455.54,1333.85,6,TLR001,Antofagasta,S730,2016,True,2025-03-10,CLT-910,1,5,TEC-10,Transmisión,0,3.0
SCANIA-1796,2025-03-07,889070,Diagnóstico,3,1023.61,4136.36,10,TLR002,Santiago,G410,2022,False,2025-03-11,CLT-949,9,8,TEC-13,Eléctrico,4,4.0
SCANIA-1797,2025-03-08,551108,Diagnóstico,1,553.3,517.81,2,TLR001,Concepción,P360,2021,False,2025-03-12,CLT-762,9,7,TEC-5,Frenos,1,3.0
SCANIA-1798,2025-03-09,684421,Reparación,6,5319.81,4344.3,6,TLR004,,G410,2017,False,2025-03-13,CLT-816,8,1,TEC-7,Suspensión,3,3.0
SCANIA-1799,2025-03-10,418501,Mantenimiento,8,4374.19,,14,TLR001,Santiago,S730,2019,False,2025-03-14,CLT-419,5,2,TEC-10,Frenos,1,4.0
SCANIA-1800,2025-03-11,774226,Mantenimiento,3,839.78,1553.03,1,TLR004,Valparaíso,S730,2015,False,2025-03-15,CLT-866,5,9,TEC-11,Eléctrico,3,3.0
SCANIA-1801,2025-03-12,200159,Mantenimiento,5,472.53,1399.05,1,TLR003,Antofagasta,P360,2021,,2025-03-16,CLT-236,3,4,TEC-3,Suspensión,1,3.0
SCANIA-1802,2025-03-13,222502,Reparación,1,,2216.85,11,TLR001,Valparaíso,R500,2017,True,2025-03-17,CLT-980,5,6,TEC-13,Frenos,1,3.0
SCANIA-1803,2025-03-14,205576,Reparación,7,,4995.34,3,TLR004,Valparaíso,R500,2020,False,2025-03-18,CLT-746,4,2,TEC-2,Suspensión,3,2.0
SCANIA-1804,2025-03-15,61023,Reparación,1,3667.32,,3,TLR003,Concepción,G410,2021,False,2025-03-19,CLT-665,1,6,TEC-4,Transmisión,0,3.0
SCANIA-1805,2025-03-16,595735,Reparación,9,4136.03,605.76,11,TLR004,Santiago,R500,2022,False,2025-03-20,CLT-164,9,4,TEC-3,Transmisión,4,1.0
SCANIA-1806,2025-03-17,438043,Reparación,8,1114.79,,13,TLR003,Valparaíso,R500,2020,True,2025-03-21,CLT-613,4,9,TEC-15,Motor,4,3.0
SCANIA-1807,2025-03-18,336103,Diagnóstico,7,1518.68,2493.86,5,TLR002,Valparaíso,G410,2018,,2025-03-22,CLT-231,3,5,TEC-4,Eléctrico,0,3.0
SCANIA-1808,2025-03-19,116203,Mantenimiento,7,2944.08,2668.56,1,TLR001,Antofagasta,S730,2018,True,2025-03-23,CLT-433,6,5,TEC-4,Frenos,1,
SCANIA-1809,2025-03-20,210775,Mantenimiento,5,6141.07,,10,TLR001,Antofagasta,R500,2018,False,2025-03-24,CLT-131,1,3,TEC-15,Suspensión,4,4.0
SCANIA-1810,2025-03-21,59337,Mantenimiento,5,4155.24,1409.01,6,TLR003,,S730,2021,False,2025-03-25,CLT-967,5,7,TEC-6,Motor,0,4.0
SCANIA-1811,2025-03-22,620715,Mantenimiento,5,5175.63,4562.26,7,TLR002,Santiago,G410,2015,True,2025-03-26,CLT-997,7,8,TEC-5,Eléctrico,0,1.0
SCANIA-1812,2025-03-23,564723,Mantenimiento,1,7884.36,2234.79,10,TLR004,Valparaíso,S730,2019,True,2025-03-27,CLT-971,2,1,TEC-12,Eléctrico,4,2.0
SCANIA-1813,2025-03-24,373673,Mantenimiento,8,6190.44,732.52,12,TLR002,Valparaíso,S730,2022,,2025-03-28,CLT-597,9,8,TEC-7,Eléctrico,3,4.0
SCANIA-1814,2025-03-25,414167,Mantenimiento,1,3588.02,3737.26,13,TLR004,Concepción,G410,2021,True,2025-03-29,CLT-342,6,3,TEC-3,Frenos,2,4.0
SCANIA-1815,2025-03-26,396809,Mantenimiento,4,3682.25,3251.21,11,TLR004,Santiago,S730,2016,True,2025-03-30,CLT-291,2,5,TEC-7,Transmisión,3,2.0
SCANIA-1816,2025-03-27,680075,Diagnóstico,9,5026.42,1647.14,3,TLR001,Concepción,R500,2022,False,2025-03-31,CLT-241,8,6,TEC-12,Motor,1,3.0
SCANIA-1817,2025-03-28,737281,Mantenimiento,9,5389.85,3145.44,4,TLR003,,R500,2020,False,2025-04-01,CLT-759,8,3,TEC-15,Frenos,3,3.0
SCANIA-1818,2025-03-29,345451,Diagnóstico,5,4105.55,1177.32,10,TLR001,Santiago,R500,2020,False,2025-04-02,CLT-700,1,7,TEC-19,Suspensión,2,4.0
SCANIA-1819,2025-03-30,470571,Reparación,4,5229.92,2279.71,11,TLR001,Santiago,R500,2021,True,2025-04-03,CLT-660,1,9,TEC-6,Frenos,2,1.0
SCANIA-1820,2025-03-31,177016,Mantenimiento,3,,4507.12,10,TLR001,Concepción,S730,2021,False,2025-04-04,CLT-747,1,7,TEC-8,Suspensión,0,4.0
SCANIA-1821,2025-04-01,841267,Reparación,3,3551.06,754.32,14,TLR004,,R500,2019,False,2025-04-05,CLT-290,4,0,TEC-6,Suspensión,1,4.0
SCANIA-1822,2025-04-02,594447,Reparación,5,2375.72,1994.81,12,TLR001,Concepción,S730,2015,,2025-04-06,CLT-248,4,7,TEC-3,Eléctrico,0,
SCANIA-1823,2025-04-03,547562,Reparación,1,1207.56,4123.6,10,TLR004,Antofagasta,P360,2021,True,2025-04-07,CLT-698,8,9,TEC-5,Frenos,3,4.0
SCANIA-1824,2025-04-04,752965,Diagnóstico,5,976.46,4850.51,14,TLR003,Concepción,S730,2018,False,2025-04-08,CLT-515,1,2,TEC-9,Transmisión,3,3.0
SCANIA-1825,2025-04-05,433934,Reparación,6,4904.9,2324.24,10,TLR004,Antofagasta,R500,2019,True,2025-04-09,CLT-619,3,4,TEC-16,Suspensión,4,4.0
SCANIA-1826,2025-04-06,367428,Reparación,7,4284.08,2584.3,10,TLR004,Antofagasta,P360,2016,False,2025-04-10,CLT-834,1,9,TEC-16,Eléctrico,0,4.0
SCANIA-1827,2025-04-07,369187,Reparación,9,2177.96,,3,TLR002,,G410,2018,True,2025-04-11,CLT-968,9,7,TEC-9,Transmisión,0,4.0
SCANIA-1828,2025-04-08,740907,Mantenimiento,3,,4668.51,1,TLR001,Valparaíso,S730,2016,False,2025-04-12,CLT-115,9,5,TEC-18,Frenos,0,4.0
SCANIA-1829,2025-04-09,132844,Mantenimiento,2,4039.41,4305.21,8,TLR001,Valparaíso,R500,2017,True,2025-04-13,CLT-907,7,3,TEC-13,Transmisión,0,5.0
SCANIA-1830,2025-04-10,601820,Diagnóstico,3,1721.07,935.95,13,TLR001,Valparaíso,R500,2016,True,2025-04-14,CLT-205,8,3,TEC-11,Frenos,2,1.0
SCANIA-1831,2025-04-11,215421,Diagnóstico,9,5286.33,2240.11,10,TLR001,Antofagasta,R500,2018,,2025-04-15,CLT-382,1,3,TEC-10,Suspensión,4,2.0
SCANIA-1832,2025-04-12,172402,Mantenimiento,7,6291.17,2373.6,10,TLR002,Antofagasta,G410,2017,True,2025-04-16,CLT-203,5,5,TEC-10,Motor,1,4.0
SCANIA-1833,2025-04-13,168012,Diagnóstico,9,6373.42,,2,TLR002,Santiago,P360,2018,False,2025-04-17,CLT-460,2,6,TEC-6,Motor,1,3.0
SCANIA-1834,2025-04-14,488661,Mantenimiento,2,4899.26,3054.18,1,TLR002,Antofagasta,P360,2020,True,2025-04-18,CLT-757,1,4,TEC-16,Suspensión,1,1.0
SCANIA-1835,2025-04-15,448929,Reparación,5,4190.78,,14,TLR002,,R500,2018,False,2025-04-19,CLT-134,3,9,TEC-12,Transmisión,2,3.0
SCANIA-1836,2025-04-16,630466,Reparación,4,675.86,4991.18,8,TLR001,Antofagasta,S730,2017,True,2025-04-20,CLT-212,7,7,TEC-4,Frenos,4,4.0
SCANIA-1837,2025-04-17,623695,Diagnóstico,2,2445.08,467.3,7,TLR004,Antofagasta,R500,2016,True,2025-04-21,CLT-407,1,6,TEC-5,Motor,4,2.0
SCANIA-1838,2025-04-18,513556,Mantenimiento,9,927.52,1192.75,7,TLR003,Santiago,R500,2020,False,2025-04-22,CLT-152,2,7,TEC-2,Frenos,2,4.0
SCANIA-1839,2025-04-19,625278,Mantenimiento,9,7717.82,2098.69,4,TLR002,Antofagasta,S730,2015,True,2025-04-23,CLT-958,2,3,TEC-19,Suspensión,0,1.0
SCANIA-1840,2025-04-20,179473,Diagnóstico,6,1253.63,1804.13,11,TLR004,Concepción,R500,2015,True,2025-04-24,CLT-180,4,7,TEC-1,Transmisión,3,2.0
SCANIA-1841,2025-04-21,528007,Mantenimiento,6,1383.85,206.06,9,TLR002,Santiago,G410,2022,False,2025-04-25,CLT-715,3,5,TEC-4,Frenos,0,3.0
SCANIA-1842,2025-04-22,894573,Reparación,8,7138.7,549.71,6,TLR001,Antofagasta,R500,2015,True,2025-04-26,CLT-933,3,2,TEC-12,Transmisión,1,1.0
SCANIA-1843,2025-04-23,467009,Diagnóstico,6,7562.64,3436.67,2,TLR001,Antofagasta,G410,2015,False,2025-04-27,CLT-468,5,7,TEC-2,Motor,0,4.0
SCANIA-1844,2025-04-24,368714,Diagnóstico,1,6173.47,4408.69,14,TLR004,Santiago,R500,2019,True,2025-04-28,CLT-341,3,6,TEC-12,Frenos,2,5.0
SCANIA-1845,2025-04-25,276156,Mantenimiento,4,242.16,2619.71,1,TLR004,Antofagasta,P360,2015,True,2025-04-29,CLT-130,7,9,TEC-16,Eléctrico,1,4.0
SCANIA-1846,2025-04-26,218964,Diagnóstico,7,210.5,2742.04,1,TLR004,Valparaíso,S730,2017,True,2025-04-30,CLT-928,5,4,TEC-2,Motor,3,2.0
SCANIA-1847,2025-04-27,575303,Mantenimiento,2,3149.19,1349.96,9,TLR001,Concepción,P360,2021,False,2025-05-01,CLT-803,4,3,TEC-17,Transmisión,1,3.0
SCANIA-1848,2025-04-28,111813,Mantenimiento,9,1318.48,3862.59,4,TLR001,Concepción,R500,2015,True,2025-05-02,CLT-968,3,0,TEC-2,Suspensión,0,2.0
SCANIA-1849,2025-04-29,77712,Mantenimiento,8,343.41,3783.79,5,TLR003,Valparaíso,R500,2018,True,2025-05-03,CLT-460,4,9,TEC-4,Eléctrico,4,3.0
SCANIA-1850,2025-04-30,674785,Mantenimiento,8,,2982.99,3,TLR004,Antofagasta,G410,2021,True,2025-05-04,CLT-332,2,2,TEC-6,Frenos,4,3.0
SCANIA-1851,2025-05-01,817214,Mantenimiento,7,7555.88,1142.06,4,TLR003,Antofagasta,R500,2015,True,2025-05-05,CLT-709,1,1,TEC-7,Motor,4,4.0
SCANIA-1852,2025-05-02,162816,Diagnóstico,4,2725.79,575.39,12,TLR002,Concepción,R500,2021,True,2025-05-06,CLT-133,3,7,TEC-15,Frenos,1,1.0
SCANIA-1853,2025-05-03,178778,Reparación,2,5356.9,414.77,8,TLR003,Antofagasta,R500,2016,True,2025-05-07,CLT-342,2,7,TEC-20,Frenos,4,3.0
SCANIA-1854,2025-05-04,636580,Reparación,3,5287.44,3004.21,13,TLR002,Concepción,P360,2017,True,2025-05-08,CLT-158,1,4,TEC-12,Eléctrico,2,5.0
SCANIA-1855,2025-05-05,335977,Diagnóstico,6,2158.42,4142.67,4,TLR002,Concepción,G410,2017,True,2025-05-09,CLT-870,1,4,TEC-5,Eléctrico,3,3.0
SCANIA-1856,2025-05-06,185230,Diagnóstico,5,5273.32,4305.82,9,TLR003,Valparaíso,P360,2022,True,2025-05-10,CLT-628,2,3,TEC-14,Eléctrico,4,5.0
SCANIA-1857,2025-05-07,768040,Reparación,8,1856.2,2371.75,9,TLR004,Concepción,G410,2021,False,2025-05-11,CLT-177,9,0,TEC-16,Eléctrico,2,
SCANIA-1858,2025-05-08,856741,Reparación,6,1151.66,3942.93,6,TLR002,,P360,2022,True,2025-05-12,CLT-817,5,0,TEC-11,Suspensión,2,3.0
SCANIA-1859,2025-05-09,319114,Reparación,6,,4739.71,2,TLR004,Antofagasta,R500,2020,False,2025-05-13,CLT-401,9,5,TEC-12,Transmisión,1,3.0
SCANIA-1860,2025-05-10,384618,Reparación,1,1084.84,,12,TLR001,Santiago,P360,2019,False,2025-05-14,CLT-777,8,3,TEC-19,Eléctrico,1,4.0
SCANIA-1861,2025-05-11,882972,Reparación,4,,2050.01,10,TLR002,Antofagasta,P360,2018,False,2025-05-15,CLT-902,6,3,TEC-17,Motor,3,2.0
SCANIA-1862,2025-05-12,201456,Mantenimiento,5,1630.93,4664.25,11,TLR001,Santiago,G410,2021,True,2025-05-16,CLT-996,1,2,TEC-7,Frenos,3,3.0
SCANIA-1863,2025-05-13,854449,Diagnóstico,3,4834.31,1757.33,7,TLR003,Concepción,G410,2017,False,2025-05-17,CLT-211,5,8,TEC-9,Eléctrico,0,4.0
SCANIA-1864,2025-05-14,155570,Mantenimiento,9,3408.72,4577.99,9,TLR004,Antofagasta,P360,2022,False,2025-05-18,CLT-512,1,2,TEC-14,Motor,3,3.0
SCANIA-1865,2025-05-15,320846,Reparación,1,1185.81,4907.12,6,TLR003,,G410,2016,False,2025-05-19,CLT-999,7,7,TEC-20,Suspensión,1,2.0
SCANIA-1866,2025-05-16,50404,Reparación,6,417.18,3342.87,3,TLR002,Valparaíso,G410,2015,True,2025-05-20,CLT-416,8,1,TEC-12,Motor,2,4.0
SCANIA-1867,2025-05-17,753286,Reparación,6,5057.31,4102.76,14,TLR001,Valparaíso,G410,2017,False,2025-05-21,CLT-964,8,3,TEC-15,Motor,0,4.0
SCANIA-1868,2025-05-18,324907,Mantenimiento,5,6492.71,3772.77,7,TLR002,Concepción,S730,2016,True,2025-05-22,CLT-244,7,0,TEC-12,Suspensión,3,2.0
SCANIA-1869,2025-05-19,723744,Mantenimiento,5,6767.72,3527.72,5,TLR003,Concepción,G410,2015,False,2025-05-23,CLT-767,2,4,TEC-13,Suspensión,2,3.0
SCANIA-1870,2025-05-20,765460,Reparación,5,3965.17,1603.96,1,TLR004,Santiago,S730,2019,False,2025-05-24,CLT-789,5,1,TEC-9,Frenos,1,2.0
SCANIA-1871,2025-05-21,715220,Mantenimiento,6,6264.15,379.76,3,TLR004,Valparaíso,S730,2017,True,2025-05-25,CLT-957,4,0,TEC-7,Eléctrico,4,3.0
SCANIA-1872,2025-05-22,285365,Mantenimiento,8,,1780.95,5,TLR002,Santiago,G410,2022,True,2025-05-26,CLT-747,5,0,TEC-1,Motor,0,4.0
SCANIA-1873,2025-05-23,392786,Reparación,2,5849.19,3367.99,7,TLR002,Santiago,P360,2017,,2025-05-27,CLT-926,9,1,TEC-10,Transmisión,2,4.0
SCANIA-1874,2025-05-24,100612,Mantenimiento,6,4042.27,602.39,3,TLR001,Antofagasta,G410,2021,False,2025-05-28,CLT-117,4,4,TEC-6,Transmisión,1,4.0
SCANIA-1875,2025-05-25,860006,Diagnóstico,1,5140.61,158.4,6,TLR003,Antofagasta,R500,2021,,2025-05-29,CLT-450,8,8,TEC-15,Frenos,1,1.0
SCANIA-1876,2025-05-26,859956,Diagnóstico,4,6483.1,784.49,5,TLR002,Valparaíso,P360,2016,True,2025-05-30,CLT-254,8,5,TEC-15,Transmisión,0,2.0
SCANIA-1877,2025-05-27,250244,Diagnóstico,3,3303.5,3607.11,13,TLR001,Concepción,S730,2022,True,2025-05-31,CLT-883,2,3,TEC-9,Frenos,0,2.0
SCANIA-1878,2025-05-28,847348,Diagnóstico,9,6486.64,4866.69,1,TLR002,Antofagasta,S730,2020,,2025-06-01,CLT-605,6,2,TEC-13,Eléctrico,3,3.0
SCANIA-1879,2025-05-29,54809,Reparación,3,4817.73,4917.02,10,TLR004,Concepción,P360,2021,False,2025-06-02,CLT-877,5,7,TEC-1,Frenos,3,2.0
SCANIA-1880,2025-05-30,213273,Reparación,6,1494.03,2520.5,6,TLR001,Santiago,P360,2018,True,2025-06-03,CLT-459,2,2,TEC-9,Suspensión,0,3.0
SCANIA-1881,2025-05-31,758690,Reparación,1,392.54,4359.83,14,TLR001,Santiago,G410,2019,True,2025-06-04,CLT-431,4,0,TEC-3,Suspensión,0,1.0
SCANIA-1882,2025-06-01,194528,Diagnóstico,6,3029.48,3710.45,8,TLR002,Santiago,S730,2018,False,2025-06-05,CLT-627,7,3,TEC-9,Suspensión,2,4.0
SCANIA-1883,2025-06-02,556964,Diagnóstico,4,4464.23,2555.1,13,TLR003,Santiago,R500,2017,True,2025-06-06,CLT-111,1,4,TEC-20,Suspensión,3,4.0
SCANIA-1884,2025-06-03,499613,Mantenimiento,8,6750.6,2906.53,13,TLR004,Valparaíso,G410,2018,False,2025-06-07,CLT-174,9,4,TEC-15,Suspensión,1,4.0
SCANIA-1885,2025-06-04,88765,Mantenimiento,9,1194.39,772.41,1,TLR003,Santiago,P360,2015,True,2025-06-08,CLT-311,1,4,TEC-7,Suspensión,3,1.0
SCANIA-1886,2025-06-05,881538,Diagnóstico,4,6441.61,4694.54,2,TLR001,Antofagasta,S730,2019,False,2025-06-09,CLT-790,5,7,TEC-4,Suspensión,3,5.0
SCANIA-1887,2025-06-06,366076,Diagnóstico,6,6931.47,1824.46,14,TLR003,Santiago,P360,2018,False,2025-06-10,CLT-740,7,7,TEC-20,Suspensión,0,
SCANIA-1888,2025-06-07,893523,Diagnóstico,1,1375.36,2286.13,4,TLR001,Concepción,P360,2015,False,2025-06-11,CLT-382,8,3,TEC-17,Suspensión,0,2.0
SCANIA-1889,2025-06-08,596237,Diagnóstico,4,6842.44,3391.14,12,TLR003,Antofagasta,P360,2016,True,2025-06-12,CLT-294,2,8,TEC-4,Eléctrico,3,4.0
SCANIA-1890,2025-06-09,251152,Mantenimiento,7,7933.34,1736.12,2,TLR002,Concepción,G410,2018,False,2025-06-13,CLT-879,4,0,TEC-19,Suspensión,4,4.0
